29-03-2024,High School Science Fair,high,school,science,fair
27-10-2024,Community Raffle,community,raffle
10-03-2024,Regional Debate Championship,regional,debate,championship
26-09-2025,Birdwatching and Nature Walk,birdwatching,and,nature,walk
30-06-2025,Neighborhood Charity Run,neighborhood,charity,run
03-04-2025,Winter Wonderland Party,winter,wonderland,party
26-06-2024,Local Robotics Expo,local,robotics,expo
25-08-2025,Startup Networking Event,startup,networking,event
19-06-2024,Folk Music Festival,folk,music,festival
26-07-2025,Festival of Lights Celebration,festival,lights,celebration
25-02-2025,Virtual Coffee Chat on Sustainability,virtual,coffee,chat,sustainability
15-02-2025,Creative Writing Workshop,creative,writing,workshop
27-05-2025,Local Historical Landmark Tour,local,historical,landmark,tour
03-09-2025,Social Media Strategy Panel,social,media,strategy,panel
20-08-2024,Sports Fitness Bootcamp,sports,fitness,bootcamp
15-02-2025,Beach Volleyball Tournament,beach,volleyball,tournament
09-04-2025,Annual Harvest Parade,annual,harvest,parade
11-05-2025,Craft Beer Tasting Event,craft,beer,tasting,event
24-02-2024,Local Farmers' Market,local,farmers',market
18-08-2024,Social Media Marketing Workshop,social,media,marketing,workshop
07-12-2023,Non-Profit Silent Auction,non-profit,silent,auction
11-06-2025,Kids Theater Acting Class,kids,theater,acting,class
01-08-2024,Citywide Scavenger Hunt,citywide,scavenger,hunt
28-05-2024,Non-Profit Fundraiser,charity,community,fundraiser,non-profit
29-03-2024,Winter Community Carnival,winter,community,carnival
31-01-2024,Neighborhood Ice Skating Event,neighborhood,ice,skating,event
09-08-2024,Student Film Screening,student,film,screening
30-09-2024,Charity Bake Sale,charity,bake,sale
16-05-2024,Public Speaking Contest,public,speaking,contest
14-05-2024,Local Park Cleanup,local,park,cleanup
01-02-2025,Regional Horse Racing,regional,horse,racing
25-05-2024,Regional Science Symposium,regional,science,symposium
30-12-2023,Street Photography Walk,street,photography,walk
18-06-2024,Cultural Heritage Festival,cultural,heritage,festival
09-06-2024,Online Mental Health Seminar,online,mental,health,seminar
